run_uid,case_uid,seed,part_size,part,edit,source_image,gt_mask,fys_image,fys_tdm_path,attention_path,hybrid_raw_path,hybrid_smoothed_path,hybrid_binary_path,hybrid_threshold,hybrid_binary_iou,hybrid_soft_ap,hybrid_pred_area,hybrid_gt_area,hybrid_pred_to_gt_area_ratio,hybrid_soft_inside_gt_mass
real_0006_seed_000,real_0006,0,small,head,alien,core/data/partedit_subset/cases/real_0006/source.png,core/data/partedit_subset/cases/real_0006/gt_mask.png,core/results/follow_your_shape/real_0006/seed_000/img_0.jpg,core/results/follow_your_shape/real_0006/seed_000/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0006/seed_000/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_000/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_000/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_000/attention_gated_tdm_binary.npy,0.1848498284816742,0.05142857142857143,0.2928409049528952,0.1708984375,0.0087890625,19.444444444444443,0.05394426393258289
real_0006_seed_001,real_0006,1,small,head,alien,core/data/partedit_subset/cases/real_0006/source.png,core/data/partedit_subset/cases/real_0006/gt_mask.png,core/results/follow_your_shape/real_0006/seed_001/img_0.jpg,core/results/follow_your_shape/real_0006/seed_001/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0006/seed_001/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_001/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_001/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_001/attention_gated_tdm_binary.npy,0.1848498284816742,0.05142857142857143,0.2928409049528952,0.1708984375,0.0087890625,19.444444444444443,0.05394426393258289
real_0006_seed_002,real_0006,2,small,head,alien,core/data/partedit_subset/cases/real_0006/source.png,core/data/partedit_subset/cases/real_0006/gt_mask.png,core/results/follow_your_shape/real_0006/seed_002/img_0.jpg,core/results/follow_your_shape/real_0006/seed_002/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0006/seed_002/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_002/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_002/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0006/seed_002/attention_gated_tdm_binary.npy,0.1848498284816742,0.05142857142857143,0.2928409049528952,0.1708984375,0.0087890625,19.444444444444443,0.05394426393258289
real_0008_seed_000,real_0008,0,small,head,bear,core/data/partedit_subset/cases/real_0008/source.png,core/data/partedit_subset/cases/real_0008/gt_mask.png,core/results/follow_your_shape/real_0008/seed_000/img_0.jpg,core/results/follow_your_shape/real_0008/seed_000/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0008/seed_000/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_000/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_000/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_000/attention_gated_tdm_binary.npy,0.11945204436779022,0.14204545454545456,0.7480116710357035,0.1708984375,0.025390625,6.730769230769231,0.15432095272048882
real_0008_seed_001,real_0008,1,small,head,bear,core/data/partedit_subset/cases/real_0008/source.png,core/data/partedit_subset/cases/real_0008/gt_mask.png,core/results/follow_your_shape/real_0008/seed_001/img_0.jpg,core/results/follow_your_shape/real_0008/seed_001/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0008/seed_001/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_001/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_001/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_001/attention_gated_tdm_binary.npy,0.11945204436779022,0.14204545454545456,0.7480116710357035,0.1708984375,0.025390625,6.730769230769231,0.15432095272048882
real_0008_seed_002,real_0008,2,small,head,bear,core/data/partedit_subset/cases/real_0008/source.png,core/data/partedit_subset/cases/real_0008/gt_mask.png,core/results/follow_your_shape/real_0008/seed_002/img_0.jpg,core/results/follow_your_shape/real_0008/seed_002/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0008/seed_002/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_002/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_002/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0008/seed_002/attention_gated_tdm_binary.npy,0.11945204436779022,0.14204545454545456,0.7480116710357035,0.1708984375,0.025390625,6.730769230769231,0.15432095272048882
real_0003_seed_000,real_0003,0,small,head,cheetah,core/data/partedit_subset/cases/real_0003/source.png,core/data/partedit_subset/cases/real_0003/gt_mask.png,core/results/follow_your_shape/real_0003/seed_000/img_0.jpg,core/results/follow_your_shape/real_0003/seed_000/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0003/seed_000/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_000/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_000/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_000/attention_gated_tdm_binary.npy,0.07845081388950348,0.7058823529411765,0.8876194045992306,0.0263671875,0.0302734375,0.8709677419354839,0.17063449149960738
real_0003_seed_001,real_0003,1,small,head,cheetah,core/data/partedit_subset/cases/real_0003/source.png,core/data/partedit_subset/cases/real_0003/gt_mask.png,core/results/follow_your_shape/real_0003/seed_001/img_0.jpg,core/results/follow_your_shape/real_0003/seed_001/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0003/seed_001/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_001/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_001/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_001/attention_gated_tdm_binary.npy,0.07845081388950348,0.7058823529411765,0.8876194045992306,0.0263671875,0.0302734375,0.8709677419354839,0.17063449149960738
real_0003_seed_002,real_0003,2,small,head,cheetah,core/data/partedit_subset/cases/real_0003/source.png,core/data/partedit_subset/cases/real_0003/gt_mask.png,core/results/follow_your_shape/real_0003/seed_002/img_0.jpg,core/results/follow_your_shape/real_0003/seed_002/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0003/seed_002/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_002/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_002/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0003/seed_002/attention_gated_tdm_binary.npy,0.07845081388950348,0.7058823529411765,0.8876194045992306,0.0263671875,0.0302734375,0.8709677419354839,0.17063449149960738
real_0002_seed_000,real_0002,0,small,seat,mesh,core/data/partedit_subset/cases/real_0002/source.png,core/data/partedit_subset/cases/real_0002/gt_mask.png,core/results/follow_your_shape/real_0002/seed_000/img_0.jpg,core/results/follow_your_shape/real_0002/seed_000/tdm/smoothed_soft_tdm.npy,core/results/flux_attention_baseline/real_0002/seed_000/attention_proxy_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0002/seed_000/attention_gated_tdm_raw.npy,core/results/attention_gated_tdm/hybrid_masks/real_0002/seed_000/attention_gated_tdm_smoothed.npy,core/results/attention_gated_tdm/hybrid_masks/real_0002/seed_000/attention_gated_tdm_binary.npy,0.05971415340900421,0.21014492753623187,0.5169736549599202,0.134765625,0.0283203125,4.758620689655173,0.15895865929232034
